"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2D","Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2D","Glutamate","Glu-SLC1A7_GLS2","GRIN1_GRIN2D","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIN1+GRIN2D)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIN1, GRIN2D","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Methylation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"12oxoLeukotrieneB4-12oxoLTB4-PTGR1_LTB4R1","12oxoLeukotrieneB4-12oxoLTB4-PTGR1_LTB4R1","12oxoLTB4","12oxoLTB4-PTGR1","LTB4R","","","","","PMID: 33037399","Non-protein Signaling","12oxoLTB4-PTGR1 - LTB4R",FALSE,"PTGR1","NADP-dependent oxidoreductase L4BD","Cytoplasm","NADP, Oxidoreductase, Reference proteome, Phosphoprotein, Prostaglandin metabolism, Lipid metabolism, Alternative splicing, Cytoplasm, 3D-structure, Hydroxylation, Fatty acid metabolism, Acetylation","",FALSE,"LTB4R","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"12oxoLeukotrieneB4-12oxoLTB4-PTGR1_LTB4R2","12oxoLeukotrieneB4-12oxoLTB4-PTGR1_LTB4R2","12oxoLTB5","12oxoLTB4-PTGR1","LTB4R2","","","","","PMID: 33037400","Non-protein Signaling","12oxoLTB4-PTGR1 - LTB4R2",FALSE,"PTGR1","NADP-dependent oxidoreductase L4BD","Cytoplasm","NADP, Oxidoreductase, Reference proteome, Phosphoprotein, Prostaglandin metabolism, Lipid metabolism, Alternative splicing, Cytoplasm, 3D-structure, Hydroxylation, Fatty acid metabolism, Acetylation","",FALSE,"LTB4R2","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"27Hydroxycholesterol-27HC-CYP11A1_NR1H4","27Hydroxycholesterol-27HC-CYP11A1_NR1H4","27HC","22HC-CYP11A1","NR1H4","","","","","HMRbase;uniprot","Non-protein Signaling","22HC-CYP11A1 - NR1H4",FALSE,"CYP11A1","Cytochrome P450","Mitochondrion inner membrane","Membrane, Monooxygenase, Mitochondrion, Steroidogenesis, Cholesterol metabolism, Iron, Mitochondrion inner membrane, Alternative splicing, Transit peptide, Disease variant, Steroid metabolism, Oxidoreductase, Reference proteome, Sterol metabolism, Metal-binding, Lipid metabolism, Direct protein sequencing, Steroid biosynthesis, Lipid biosynthesis, 3D-structure, Heme","",FALSE,"NR1H4","Nuclear hormone receptor","Nucleus","Immunity, DNA-binding, Activator, Repressor, Zinc-finger, Alternative promoter usage, Receptor, Alternative splicing, Transcription regulation, Methylation, Intrahepatic cholestasis, Disease variant, Reference proteome, Metal-binding, Innate immunity, Nucleus, Phosphoprotein, Zinc, Isopeptide bond, 3D-structure, Transcription, Inflammatory response, Acetylation, Ubl conjugation","","","","",FALSE,"CellChatDB v2"
"27Hydroxycholesterol-27HC-CYP3A4_NR1H4","27Hydroxycholesterol-27HC-CYP3A4_NR1H4","27HC","22HC-CYP3A4","NR1H4","","","","","HMRbase;uniprot","Non-protein Signaling","22HC-CYP3A4 - NR1H4",FALSE,"CYP3A4","Cytochrome P450","Endoplasmic reticulum membrane, Microsome membrane","Membrane, Monooxygenase, Transmembrane, Iron, Fatty acid metabolism, Endoplasmic reticulum, Disease variant, Steroid metabolism, Oxidoreductase, Microsome, Reference proteome, Sterol metabolism, Metal-binding, Transmembrane helix, Lipid metabolism, Direct protein sequencing, Steroid biosynthesis, Lipid biosynthesis, 3D-structure, Heme, Ubl conjugation","",FALSE,"NR1H4","Nuclear hormone receptor","Nucleus","Immunity, DNA-binding, Activator, Repressor, Zinc-finger, Alternative promoter usage, Receptor, Alternative splicing, Transcription regulation, Methylation, Intrahepatic cholestasis, Disease variant, Reference proteome, Metal-binding, Innate immunity, Nucleus, Phosphoprotein, Zinc, Isopeptide bond, 3D-structure, Transcription, Inflammatory response, Acetylation, Ubl conjugation","","","","",FALSE,"CellChatDB v2"
"2arachidonoylglycerol-2AG-DAGLA_CNR1","2arachidonoylglycerol-2AG-DAGLA_CNR1","2-AG","2AG-DAGLA","CNR1","","","","","PMID: 15115777","Non-protein Signaling","2AG-DAGLA - CNR1",TRUE,"DAGLA","AB hydrolase superfamily, Lipase","Postsynaptic density membrane, Cell projection, Dendritic spine membrane, Early endosome membrane, Cell membrane","Membrane, Transmembrane, Lipid degradation, Glycoprotein, Cell projection, Hydrolase, Reference proteome, Neurodegeneration, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Lipid metabolism, Calcium, Spinocerebellar ataxia, Postsynaptic cell membrane, Synapse, Endosome","",TRUE,"CNR1","G-protein coupled receptor 1","Presynapse, Cell projection, Axon, Mitochondrion outer membrane, Membrane raft, Cell membrane","Membrane, Mitochondrion outer membrane, Mitochondrion, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Cell projection, Reference proteome, Lipoprotein, Obesity, Transmembrane helix, Cell membrane, Phosphoprotein, Synapse, G-protein coupled receptor, 3D-structure, Palmitate","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"2arachidonoylglycerol-2AG-DAGLA_CNR2","2arachidonoylglycerol-2AG-DAGLA_CNR2","2-AG","2AG-DAGLA","CNR2","","","","","PMID: 15115778","Non-protein Signaling","2AG-DAGLA - CNR2",TRUE,"DAGLA","AB hydrolase superfamily, Lipase","Postsynaptic density membrane, Cell projection, Dendritic spine membrane, Early endosome membrane, Cell membrane","Membrane, Transmembrane, Lipid degradation, Glycoprotein, Cell projection, Hydrolase, Reference proteome, Neurodegeneration, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Lipid metabolism, Calcium, Spinocerebellar ataxia, Postsynaptic cell membrane, Synapse, Endosome","",TRUE,"CNR2","G-protein coupled receptor 1","Perikaryon, Dendrite, Cell projection, Cell membrane","Transducer, Cell projection, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Inflammatory response, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"2arachidonoylglycerol-2AG-DAGLA_GPR55","2arachidonoylglycerol-2AG-DAGLA_GPR55","2-AG","2AG-DAGLA","GPR55","","","","","PMID: 20298715","Non-protein Signaling","2AG-DAGLA - GPR55",TRUE,"DAGLA","AB hydrolase superfamily, Lipase","Postsynaptic density membrane, Cell projection, Dendritic spine membrane, Early endosome membrane, Cell membrane","Membrane, Transmembrane, Lipid degradation, Glycoprotein, Cell projection, Hydrolase, Reference proteome, Neurodegeneration, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Lipid metabolism, Calcium, Spinocerebellar ataxia, Postsynaptic cell membrane, Synapse, Endosome","",TRUE,"GPR55","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"2arachidonoylglycerol-2AG-DAGLB_CNR1","2arachidonoylglycerol-2AG-DAGLB_CNR1","2-AG","2AG-DAGLB","CNR1","","","","","PMID: 15115777","Non-protein Signaling","2AG-DAGLB - CNR1",TRUE,"DAGLB","AB hydrolase superfamily, Lipase","Cell membrane","Membrane, Hydrolase, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Lipid metabolism, Lipid degradation, Transmembrane, Calcium, Alternative splicing","",TRUE,"CNR1","G-protein coupled receptor 1","Presynapse, Cell projection, Axon, Mitochondrion outer membrane, Membrane raft, Cell membrane","Membrane, Mitochondrion outer membrane, Mitochondrion, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Cell projection, Reference proteome, Lipoprotein, Obesity, Transmembrane helix, Cell membrane, Phosphoprotein, Synapse, G-protein coupled receptor, 3D-structure, Palmitate","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"2arachidonoylglycerol-2AG-DAGLB_CNR2","2arachidonoylglycerol-2AG-DAGLB_CNR2","2-AG","2AG-DAGLB","CNR2","","","","","PMID: 15115778","Non-protein Signaling","2AG-DAGLB - CNR2",TRUE,"DAGLB","AB hydrolase superfamily, Lipase","Cell membrane","Membrane, Hydrolase, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Lipid metabolism, Lipid degradation, Transmembrane, Calcium, Alternative splicing","",TRUE,"CNR2","G-protein coupled receptor 1","Perikaryon, Dendrite, Cell projection, Cell membrane","Transducer, Cell projection, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Inflammatory response, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"2arachidonoylglycerol-2AG-DAGLB_GPR55","2arachidonoylglycerol-2AG-DAGLB_GPR55","2-AG","2AG-DAGLB","GPR55","","","","","PMID: 20298715","Non-protein Signaling","2AG-DAGLB - GPR55",TRUE,"DAGLB","AB hydrolase superfamily, Lipase","Cell membrane","Membrane, Hydrolase, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Lipid metabolism, Lipid degradation, Transmembrane, Calcium, Alternative splicing","",TRUE,"GPR55","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v2"
"5alphaDihydroprogesterone-DHRS9_PGR","5alphaDihydroprogesterone-DHRS9_PGR","5alphaP","5alphaP-DHRS9","PGR","","","","","HMRbase","Non-protein Signaling","5alphaP-DHRS9 - PGR",FALSE,"DHRS9","Short-chain dehydrogenases/reductases (SDR)","Endoplasmic reticulum membrane, Microsome membrane","NADP, Oxidoreductase, Microsome, Membrane, Signal, Reference proteome, Steroid metabolism, Lipid metabolism, Alternative splicing, NAD, Endoplasmic reticulum","",FALSE,"PGR","Nuclear hormone receptor","Cytoplasm, Nucleus","Membrane, Mitochondrion outer membrane, Steroid-binding, Mitochondrion, DNA-binding, Zinc-finger, Lipid-binding, Alternative promoter usage, Receptor, Cytoplasm, Alternative splicing, Transcription regulation, Reference proteome, Lipoprotein, Metal-binding, Nucleus, Phosphoprotein, Direct protein sequencing, Zinc, Isopeptide bond, 3D-structure, Palmitate, Transcription, Ubl conjugation","","","","",FALSE,"CellChatDB v2"
"APP_SORL1","APP_SORL1","APP","APP","SORL1","","","","","PMID: 24523320","Cell-Cell Contact","APP - SORL1",FALSE,"APP","APP","Perikaryon, Cell projection, Membrane, Cytoplasmic vesicle, Growth cone, Clathrin-coated pit, Cell membrane, Early endosome","Secreted, Copper, Alzheimer disease, Cytoplasm, Notch signaling pathway, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Disease variant, Cell projection, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Golgi apparatus, Zinc, Isopeptide bond, Amyloid, Heparin-binding, Ubl conjugation, Protease inhibitor, Membrane, Disulfide bond, Transmembrane, Iron, Endosome, Oxidation, Alternative splicing, Serine protease inhibitor, Amyloidosis, Endocytosis, Signal, Reference proteome, Neurodegeneration, Nucleus, Phosphoprotein, Sulfation, Apoptosis, Coated pit, 3D-structure, Cell adhesion, Proteoglycan","",TRUE,"SORL1","VPS10-related sortilin","Golgi apparatus, Secreted, trans-Golgi network membrane, Early endosome membrane, Multivesicular body membrane, Cytoplasmic vesicle, Secretory vesicle membrane, Golgi apparatus membrane, Endosome membrane, Endosome, Recycling endosome membrane, Cell membrane, Endoplasmic reticulum membrane","Membrane, Secreted, Disulfide bond, Transmembrane, Receptor, Alzheimer disease, EGF-like domain, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Amyloidosis, Disease variant, Endocytosis, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Direct protein sequencing, Golgi apparatus, Cleavage on pair of basic residues, 3D-structure, Endosome, Repeat","Receptors","LDLR;Other_receptors","","secreted",TRUE,"CellChatDB v2"
"APP_TNFRSF21","APP_TNFRSF21","APP","APP","TNFRSF21","","","","","PMID: 33075465","Cell-Cell Contact","APP - TNFRSF21",FALSE,"APP","APP","Perikaryon, Cell projection, Membrane, Cytoplasmic vesicle, Growth cone, Clathrin-coated pit, Cell membrane, Early endosome","Secreted, Copper, Alzheimer disease, Cytoplasm, Notch signaling pathway, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Disease variant, Cell projection, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Golgi apparatus, Zinc, Isopeptide bond, Amyloid, Heparin-binding, Ubl conjugation, Protease inhibitor, Membrane, Disulfide bond, Transmembrane, Iron, Endosome, Oxidation, Alternative splicing, Serine protease inhibitor, Amyloidosis, Endocytosis, Signal, Reference proteome, Neurodegeneration, Nucleus, Phosphoprotein, Sulfation, Apoptosis, Coated pit, 3D-structure, Cell adhesion, Proteoglycan","",TRUE,"TNFRSF21","","Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Receptor, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Apoptosis, 3D-structure, Palmitate, Repeat","Receptors","Other_receptors;TNFNGF","","",TRUE,"CellChatDB v2"
"APP_TREM2_TYROBP","APP_TREM2_TYROBP","APP","APP","TREM2_TYROBP","","","","","PMID:27477013","Cell-Cell Contact","APP - (TREM2+TYROBP)",FALSE,"APP","APP","Perikaryon, Cell projection, Membrane, Cytoplasmic vesicle, Growth cone, Clathrin-coated pit, Cell membrane, Early endosome","Secreted, Copper, Alzheimer disease, Cytoplasm, Notch signaling pathway, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Disease variant, Cell projection, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Golgi apparatus, Zinc, Isopeptide bond, Amyloid, Heparin-binding, Ubl conjugation, Protease inhibitor, Membrane, Disulfide bond, Transmembrane, Iron, Endosome, Oxidation, Alternative splicing, Serine protease inhibitor, Amyloidosis, Endocytosis, Signal, Reference proteome, Neurodegeneration, Nucleus, Phosphoprotein, Sulfation, Apoptosis, Coated pit, 3D-structure, Cell adhesion, Proteoglycan","",TRUE,"TREM2, TYROBP","TYROBP","Cell membrane, Secreted","Membrane, Disulfide bond, Secreted, Transmembrane, Lipid-binding, Receptor, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Neurodegeneration, Immunoglobulin domain, Cell membrane, Transmembrane helix, 3D-structure, Immunity, Phosphoprotein, Metal-binding, Calcium","Receptors","IG;OtherTREM","","",TRUE,"CellChatDB v2"
"ENTPD1_ADORA3","ENTPD1_ADORA3","CD39","ADORA3","ENTPD1","","","","","uniprot","Cell-Cell Contact","ADORA3 - ENTPD1",FALSE,"ADORA3","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Palmitate, Glycoprotein","",TRUE,"ENTPD1","GDA1/CD39 NTPase","Membrane","Membrane, Disulfide bond, Transmembrane, ATP-binding, Hereditary spastic paraplegia, Alternative splicing, Glycoprotein, Disease variant, Hydrolase, Reference proteome, Neurodegeneration, Lipoprotein, Transmembrane helix, Direct protein sequencing, Calcium, Palmitate, Magnesium, Nucleotide-binding","Enzymes","3.6.1","","",TRUE,"CellChatDB v2"
"Aldosterone-Aldo-CYP11B2_NR3C1","Aldosterone-Aldo-CYP11B2_NR3C1","Aldo","Aldo-CYP11B2","NR3C1","","","","","PMID: 28116713","Non-protein Signaling","Aldo-CYP11B2 - NR3C1",FALSE,"CYP11B2","Cytochrome P450","Mitochondrion inner membrane","Transit peptide, Oxidoreductase, Steroid metabolism, Membrane, Disease variant, Monooxygenase, Reference proteome, Mitochondrion, Steroidogenesis, Metal-binding, Lipid metabolism, Iron, Mitochondrion inner membrane, 3D-structure, Heme","",FALSE,"NR3C1","Nuclear hormone receptor","Cytoplasm, Nucleus, Spindle, Cytoskeleton, Centrosome, Mitochondrion, Microtubule organizing center","RNA-binding, Alternative initiation, Steroid-binding, Mitochondrion, DNA-binding, Mitosis, Zinc-finger, Lipid-binding, Receptor, Cytoplasm, Alternative splicing, Transcription regulation, Methylation, Cell cycle, Disease variant, Reference proteome, Metal-binding, Nucleus, Phosphoprotein, Apoptosis, Cell division, Cytoskeleton, Chromosome partition, Pseudohermaphroditism, Zinc, Isopeptide bond, 3D-structure, Chromatin regulator, Transcription, Acetylation, Ubl conjugation","","","","",FALSE,"CellChatDB v2"
"Aldosterone-Aldo-CYP11B2_NR3C2","Aldosterone-Aldo-CYP11B2_NR3C2","Aldo","Aldo-CYP11B2","NR3C2","","","","","PMID: 28116713","Non-protein Signaling","Aldo-CYP11B2 - NR3C2",FALSE,"CYP11B2","Cytochrome P450","Mitochondrion inner membrane","Transit peptide, Oxidoreductase, Steroid metabolism, Membrane, Disease variant, Monooxygenase, Reference proteome, Mitochondrion, Steroidogenesis, Metal-binding, Lipid metabolism, Iron, Mitochondrion inner membrane, 3D-structure, Heme","",FALSE,"NR3C2","Nuclear hormone receptor","Cytoplasm, Nucleus, Endoplasmic reticulum membrane","Membrane, Steroid-binding, DNA-binding, Zinc-finger, Lipid-binding, Receptor, Cytoplasm, Alternative splicing, Endoplasmic reticulum, Disease variant, Reference proteome, Metal-binding, Nucleus, Phosphoprotein, Zinc, 3D-structure, Transcription, Transcription regulation","","","","",FALSE,"CellChatDB v2"
"ANDROSTENEDIONE-CYP17A1_AR","ANDROSTENEDIONE-CYP17A1_AR","Androstenedione","Androstenedione-CYP17A1","AR","","","","","HMRbase;reactome","Non-protein Signaling","ANDROSTENEDIONE-CYP17A1 - AR",FALSE,"CYP17A1","Cytochrome P450","Endoplasmic reticulum membrane, Microsome membrane","Membrane, Monooxygenase, Steroidogenesis, Iron, Congenital adrenal hyperplasia, Endoplasmic reticulum, Disease variant, Oxidoreductase, Microsome, Reference proteome, Metal-binding, Phosphoprotein, Lipid metabolism, 3D-structure, Lyase, Heme","",FALSE,"AR","Nuclear hormone receptor","Cytoplasm, Nucleus","Steroid-binding, DNA-binding, Activator, Zinc-finger, Lipid-binding, Receptor, Cytoplasm, Alternative splicing, Transcription regulation, Triplet repeat expansion, Disease variant, Reference proteome, Neurodegeneration, Lipoprotein, Metal-binding, Nucleus, Phosphoprotein, Pseudohermaphroditism, Zinc, Isopeptide bond, 3D-structure, Palmitate, Transcription, Ubl conjugation","","","","",FALSE,"CellChatDB v2"
"ANDROSTERONE-HSD17B6_NR1H4","ANDROSTERONE-HSD17B6_NR1H4","Androsterone","Androsterone-HSD17B6","NR1H4","","","","","HMRbase","Non-protein Signaling","ANDROSTERONE-HSD17B6 - NR1H4",FALSE,"HSD17B6","Short-chain dehydrogenases/reductases (SDR)","Microsome membrane, Early endosome membrane","Oxidoreductase, Steroid metabolism, Membrane, Signal, Microsome, Reference proteome, Lipid metabolism, NAD, Endosome, Endoplasmic reticulum, Glycoprotein","",FALSE,"NR1H4","Nuclear hormone receptor","Nucleus","Immunity, DNA-binding, Activator, Repressor, Zinc-finger, Alternative promoter usage, Receptor, Alternative splicing, Transcription regulation, Methylation, Intrahepatic cholestasis, Disease variant, Reference proteome, Metal-binding, Innate immunity, Nucleus, Phosphoprotein, Zinc, Isopeptide bond, 3D-structure, Transcription, Inflammatory response, Acetylation, Ubl conjugation","","","","",FALSE,"CellChatDB v2"
